Order ID,Order Date,Customer ID,Category,Sub-Category,Price,Quantity,Discount,Sales,Profit,Region,City,Payment Mode
ORD1393,2023-11-14,CUST1422,Sports,Fitness,3256,4,0.09,11851.84,1701.94,East,Mumbai,Credit Card
ORD1394,2024-05-28,CUST8030,Sports,Outdoor,8634,2,0.15,14677.8,827.71,West,Jaipur,Debit Card
ORD1395,2024-09-11,CUST4663,Sports,Equipment,6854,2,0.31,9458.52,1383.27,West,Mumbai,Net Banking
ORD1396,2024-02-15,CUST3094,Electronics,Laptop,4110,3,0.05,11713.5,2259.35,South,Delhi,UPI
ORD1397,2024-01-03,CUST9778,Clothing,T-shirt,6370,3,0.03,18536.7,5138.08,East,Mumbai,Credit Card
ORD1398,2023-05-04,CUST6029,Electronics,Mobile,1088,4,0.19,3525.12,298.36,North,Delhi,Net Banking
ORD1399,2023-06-05,CUST3449,Home,Kitchen,9424,5,0.02,46177.6,12183.38,West,Jaipur,Credit Card
ORD1400,2024-06-21,CUST3375,Electronics,Tablet,9779,3,0.23,22589.49,5953.27,South,Kolkata,UPI
ORD1401,2024-06-21,CUST8727,Clothing,Jeans,9124,3,0.21,21623.88,5810.93,South,Chennai,Net Banking
ORD1402,2023-08-09,CUST5282,Clothing,Shirt,4887,4,0.25,14661.0,1700.86,West,Chennai,Debit Card
ORD1403,2024-12-13,CUST7343,Sports,Outdoor,8867,5,0.21,35024.65,7264.59,South,Chennai,UPI
ORD1404,2024-08-30,CUST7273,Clothing,T-shirt,413,4,0.07,1536.36,92.9,West,Kolkata,Net Banking
ORD1405,2023-03-22,CUST9541,Home,Decor,281,2,0.2,449.6,58.83,West,Bangalore,Debit Card
ORD1406,2023-11-27,CUST3657,Sports,Shoes,4433,1,0.15,3768.05,1017.33,South,Mumbai,Net Banking
ORD1407,2024-11-06,CUST7441,Electronics,Laptop,3134,2,0.12,5515.84,1416.08,North,Mumbai,Net Banking
ORD1408,2024-01-20,CUST7446,Clothing,Jacket,5216,5,0.32,17734.4,2499.49,East,Delhi,Debit Card
ORD1409,2024-01-04,CUST6302,Home,Kitchen,9053,4,0.3,25348.4,5872.69,West,Mumbai,Cash
ORD1410,2024-01-30,CUST9984,Clothing,T-shirt,2419,5,0.3,8466.5,2122.94,East,Jaipur,Debit Card
ORD1411,2023-11-13,CUST7232,Home,Decor,1541,2,0.05,2927.9,348.99,East,Bangalore,UPI
ORD1412,2024-11-08,CUST5715,Electronics,Tablet,8757,5,0.34,28898.1,7253.03,South,Bangalore,Credit Card
ORD1413,2023-05-20,CUST8932,Sports,Equipment,3831,3,0.34,7585.38,622.7,West,Bangalore,UPI
ORD1414,2024-01-11,CUST7977,Sports,Equipment,5460,2,0.15,9282.0,1372.72,South,Chennai,Net Banking
ORD1415,2023-08-16,CUST4547,Home,Appliances,5665,2,0.1,10197.0,799.65,North,Kolkata,Net Banking
ORD1416,2023-07-22,CUST1820,Home,Furniture,6270,3,0.05,17869.5,2632.34,North,Kolkata,Net Banking
ORD1417,2024-04-14,CUST4460,Electronics,Mobile,5795,4,0.28,16689.6,2290.85,East,Kolkata,Debit Card
ORD1418,2023-09-03,CUST6977,Electronics,Tablet,1935,4,0.16,6501.6,502.83,East,Mumbai,UPI
ORD1419,2024-07-08,CUST3650,Clothing,T-shirt,7099,4,0.04,27260.16,4142.96,East,Bangalore,Net Banking
ORD1420,2023-09-22,CUST8164,Electronics,Laptop,3176,5,0.0,15880.0,1817.92,North,Kolkata,Credit Card
ORD1421,2023-11-29,CUST1024,Clothing,Jeans,1404,2,0.19,2274.48,227.67,East,Jaipur,Cash
ORD1422,2024-09-28,CUST6900,Clothing,T-shirt,8518,4,0.32,23168.96,4298.75,West,Jaipur,Debit Card
ORD1423,2024-04-28,CUST7157,Home,Appliances,6093,5,0.05,28941.75,4708.17,West,Bangalore,UPI
ORD1424,2024-08-12,CUST7751,Home,Appliances,3904,5,0.12,17177.6,3855.73,West,Mumbai,Debit Card
ORD1425,2024-01-01,CUST9118,Electronics,Laptop,7532,5,0.08,34647.2,2924.88,South,Delhi,Net Banking
ORD1426,2024-06-28,CUST2424,Electronics,Laptop,9332,2,0.22,14557.92,2784.79,West,Jaipur,UPI
ORD1427,2023-05-20,CUST6254,Clothing,Jeans,1526,1,0.1,1373.4,371.45,North,Delhi,UPI
ORD1428,2024-05-20,CUST2359,Sports,Shoes,4327,4,0.16,14538.72,1371.88,South,Kolkata,Cash
ORD1429,2024-07-15,CUST9492,Clothing,T-shirt,3960,4,0.34,10454.4,2739.93,South,Bangalore,Debit Card
ORD1430,2023-04-12,CUST9668,Clothing,Jacket,8179,4,0.24,24864.16,2847.3,West,Chennai,UPI
ORD1431,2024-11-29,CUST6632,Clothing,T-shirt,1324,5,0.18,5428.4,635.99,South,Chennai,Debit Card
ORD1432,2024-08-12,CUST1140,Sports,Shoes,5980,1,0.33,4006.6,269.84,East,Jaipur,Credit Card
ORD1433,2024-11-28,CUST5862,Electronics,Laptop,8335,5,0.14,35840.5,9366.34,East,Bangalore,Debit Card
ORD1434,2023-02-01,CUST5126,Home,Furniture,5263,2,0.04,10104.96,1499.21,West,Chennai,Net Banking
ORD1435,2024-04-17,CUST2673,Electronics,Tablet,1478,5,0.13,6429.3,1486.95,East,Chennai,Cash
ORD1436,2023-02-08,CUST6280,Sports,Outdoor,2509,2,0.03,4867.46,1266.26,North,Kolkata,Credit Card
ORD1437,2024-07-02,CUST6577,Clothing,T-shirt,769,3,0.04,2214.72,542.11,North,Delhi,Cash
ORD1438,2024-05-06,CUST2571,Sports,Fitness,3179,5,0.25,11921.25,3049.98,North,Chennai,UPI
ORD1439,2023-04-18,CUST1069,Home,Kitchen,6545,3,0.19,15904.35,2542.29,South,Bangalore,Credit Card
ORD1440,2024-11-17,CUST7933,Clothing,Jacket,5337,5,0.03,25884.45,6868.04,East,Mumbai,Cash
ORD1441,2024-03-12,CUST5520,Clothing,T-shirt,9627,3,0.29,20505.51,4313.68,North,Bangalore,UPI
ORD1442,2023-06-04,CUST9776,Sports,Fitness,493,1,0.24,374.68,97.67,South,Delhi,Cash
ORD1443,2023-01-10,CUST6765,Electronics,Laptop,9348,4,0.34,24678.72,3605.51,West,Bangalore,Cash
ORD1444,2024-09-14,CUST1392,Sports,Shoes,2587,3,0.14,6674.46,1365.36,South,Jaipur,Credit Card
ORD1445,2023-07-30,CUST9802,Electronics,Headphones,8405,1,0.03,8152.85,1898.82,East,Bangalore,Debit Card
ORD1446,2023-09-10,CUST6281,Electronics,Headphones,9032,3,0.24,20592.96,5437.76,East,Delhi,Credit Card
ORD1447,2024-01-02,CUST1681,Sports,Shoes,759,1,0.01,751.41,188.31,North,Bangalore,Credit Card
ORD1448,2024-07-20,CUST3755,Sports,Equipment,1127,5,0.19,4564.35,476.45,East,Chennai,UPI
ORD1449,2024-08-12,CUST8250,Home,Kitchen,5448,1,0.29,3868.08,1101.86,West,Kolkata,Cash
ORD1450,2024-09-05,CUST5335,Clothing,Shirt,2442,4,0.28,7032.96,376.16,East,Delhi,Cash
ORD1451,2023-02-20,CUST9694,Electronics,Tablet,9356,5,0.02,45844.4,11779.83,North,Kolkata,UPI
ORD1452,2024-10-16,CUST9174,Sports,Fitness,9275,1,0.08,8533.0,1556.31,West,Kolkata,Net Banking
ORD1453,2023-04-06,CUST4889,Electronics,Headphones,3210,2,0.24,4879.2,973.19,North,Chennai,Credit Card
ORD1454,2023-06-22,CUST7202,Electronics,Tablet,5436,1,0.12,4783.68,468.95,West,Jaipur,Net Banking
ORD1455,2024-01-16,CUST6715,Sports,Shoes,4401,2,0.19,7129.62,1316.31,North,Mumbai,Credit Card
ORD1456,2023-03-01,CUST8012,Home,Appliances,6981,4,0.1,25131.6,1523.3,South,Mumbai,UPI
ORD1457,2023-10-27,CUST7093,Electronics,Laptop,2327,4,0.22,7260.24,776.11,North,Delhi,Debit Card
ORD1458,2024-12-22,CUST7980,Clothing,T-shirt,5086,1,0.11,4526.54,327.84,North,Chennai,Cash
ORD1459,2023-02-10,CUST6253,Home,Kitchen,7511,3,0.03,21857.01,3365.23,East,Bangalore,Cash
ORD1460,2024-06-08,CUST1779,Electronics,Tablet,4755,1,0.3,3328.5,218.53,West,Bangalore,UPI
ORD1461,2023-10-16,CUST4257,Clothing,Jeans,3575,5,0.08,16445.0,4227.93,East,Mumbai,UPI
ORD1462,2024-06-23,CUST2266,Home,Decor,8722,1,0.23,6715.94,1836.33,East,Kolkata,Debit Card
ORD1463,2024-07-28,CUST4156,Sports,Outdoor,1195,2,0.21,1888.1,520.08,West,Jaipur,Credit Card
ORD1464,2024-10-15,CUST8247,Electronics,Mobile,7129,1,0.1,6416.1,330.54,East,Mumbai,UPI
ORD1465,2023-02-28,CUST6067,Sports,Outdoor,3810,4,0.11,13563.6,3105.64,East,Jaipur,UPI
ORD1466,2024-10-19,CUST1177,Home,Kitchen,7154,1,0.17,5937.82,996.48,South,Jaipur,UPI
ORD1467,2024-10-10,CUST7851,Home,Decor,2176,3,0.05,6201.6,908.5,North,Mumbai,Net Banking
ORD1468,2023-10-29,CUST6224,Clothing,T-shirt,8300,2,0.3,11620.0,1549.15,West,Delhi,Credit Card
ORD1469,2024-01-17,CUST2182,Sports,Shoes,3012,4,0.16,10120.32,2553.58,South,Chennai,UPI
ORD1470,2023-10-02,CUST5046,Clothing,T-shirt,1476,1,0.01,1461.24,347.71,East,Jaipur,Credit Card
ORD1471,2023-06-07,CUST9316,Electronics,Laptop,1728,1,0.14,1486.08,112.44,East,Bangalore,UPI
ORD1472,2024-09-23,CUST4256,Home,Decor,8792,3,0.24,20045.76,1318.47,East,Delhi,Debit Card
ORD1473,2023-08-08,CUST6576,Clothing,Jeans,7863,5,0.31,27127.35,6044.87,East,Chennai,Debit Card
ORD1474,2024-03-28,CUST6534,Sports,Equipment,9639,4,0.23,29688.12,4562.59,North,Kolkata,Debit Card
ORD1475,2023-02-08,CUST9086,Sports,Shoes,2196,2,0.29,3118.32,662.6,North,Bangalore,Debit Card
ORD1476,2023-02-15,CUST7287,Sports,Fitness,9818,3,0.07,27392.22,2616.82,North,Delhi,Net Banking
ORD1477,2024-09-10,CUST2587,Home,Kitchen,4043,3,0.02,11886.42,671.78,West,Delhi,Debit Card
ORD1478,2024-12-28,CUST2926,Electronics,Headphones,6333,2,0.23,9752.82,2738.36,East,Jaipur,Cash
ORD1479,2024-07-20,CUST6933,Sports,Shoes,8441,5,0.31,29121.45,6227.34,West,Jaipur,Debit Card
ORD1480,2023-07-03,CUST7656,Clothing,Jacket,6644,1,0.15,5647.4,918.8,South,Delhi,Credit Card
ORD1481,2024-05-01,CUST2563,Home,Decor,4510,2,0.29,6404.2,1801.96,East,Chennai,Debit Card
ORD1482,2024-10-08,CUST8895,Home,Furniture,6459,1,0.16,5425.56,917.0,West,Jaipur,Cash
ORD1483,2023-04-21,CUST3531,Sports,Equipment,3092,4,0.09,11254.88,874.1,South,Jaipur,UPI
ORD1484,2024-03-12,CUST7165,Clothing,T-shirt,4252,4,0.06,15987.52,4747.97,South,Delhi,Debit Card
ORD1485,2024-02-11,CUST8473,Home,Decor,3016,2,0.18,4946.24,379.88,South,Jaipur,Debit Card
ORD1486,2023-09-26,CUST7901,Electronics,Mobile,2895,1,0.06,2721.3,137.42,West,Jaipur,Credit Card
ORD1487,2023-12-12,CUST6156,Clothing,T-shirt,1537,1,0.3,1075.9,219.35,West,Bangalore,Net Banking
ORD1488,2024-11-21,CUST3712,Clothing,Jacket,6138,4,0.12,21605.76,3560.46,West,Jaipur,Debit Card
ORD1489,2024-07-06,CUST2347,Sports,Fitness,5083,2,0.02,9962.68,742.74,North,Mumbai,Debit Card
ORD1490,2024-09-11,CUST4578,Home,Decor,3541,2,0.35,4603.3,1099.74,North,Chennai,Credit Card
ORD1491,2024-10-26,CUST3139,Electronics,Laptop,2289,3,0.03,6660.99,419.86,North,Mumbai,UPI
ORD1492,2024-12-17,CUST9942,Electronics,Mobile,8747,4,0.28,25191.36,6159.63,East,Jaipur,Debit Card
ORD1493,2024-11-30,CUST1318,Sports,Outdoor,785,3,0.26,1742.7,419.12,North,Mumbai,Cash
ORD1494,2024-07-21,CUST3105,Electronics,Headphones,5082,5,0.2,20328.0,5817.8,North,Bangalore,UPI
ORD1495,2023-08-14,CUST6424,Sports,Shoes,2563,5,0.16,10764.6,1104.77,South,Chennai,Net Banking
ORD1496,2023-09-20,CUST4442,Clothing,Jeans,2057,1,0.25,1542.75,335.57,South,Jaipur,Net Banking
ORD1497,2024-05-11,CUST3845,Clothing,Jeans,2821,1,0.26,2087.54,520.05,West,Kolkata,Cash
ORD1498,2023-03-08,CUST8420,Home,Kitchen,3447,1,0.03,3343.59,821.82,South,Jaipur,Cash
ORD1499,2023-08-08,CUST1263,Home,Furniture,1364,5,0.29,4842.2,1342.9,West,Kolkata,Cash
ORD1500,2024-11-11,CUST6420,Home,Decor,8162,2,0.34,10773.84,1200.61,East,Mumbai,Net Banking
ORD1501,2023-08-07,CUST4567,Clothing,Shirt,3153,2,0.16,5297.04,1489.12,West,Jaipur,Debit Card
ORD1502,2024-10-04,CUST8970,Electronics,Tablet,5029,4,0.11,17903.24,2614.88,East,Chennai,Credit Card
ORD1503,2024-08-16,CUST2261,Sports,Shoes,9208,4,0.03,35727.04,9263.88,South,Mumbai,UPI
ORD1504,2023-06-13,CUST6228,Home,Appliances,2783,2,0.12,4898.08,999.8,North,Bangalore,Cash
ORD1505,2023-08-12,CUST8364,Electronics,Mobile,8841,2,0.06,16621.08,4595.6,West,Chennai,Credit Card
ORD1506,2024-09-20,CUST3160,Clothing,T-shirt,7433,1,0.19,6020.73,451.89,South,Chennai,Cash
ORD1507,2024-04-27,CUST1078,Home,Furniture,7450,2,0.34,9834.0,1390.88,South,Mumbai,Cash
ORD1508,2024-11-18,CUST7420,Clothing,Shirt,2111,1,0.31,1456.59,201.73,West,Bangalore,Cash
ORD1509,2024-10-11,CUST3048,Electronics,Tablet,1778,3,0.09,4853.94,605.13,North,Chennai,Net Banking
ORD1510,2024-04-04,CUST3465,Electronics,Tablet,1020,3,0.26,2264.4,493.65,North,Kolkata,Cash
ORD1511,2024-07-05,CUST2935,Home,Decor,8071,2,0.17,13397.86,1242.74,West,Chennai,Cash
ORD1512,2023-07-09,CUST6715,Home,Decor,1787,4,0.21,5646.92,884.2,East,Jaipur,UPI
ORD1513,2024-03-09,CUST5154,Electronics,Headphones,2846,3,0.24,6488.88,443.47,South,Mumbai,Net Banking
ORD1514,2023-06-03,CUST1432,Home,Furniture,5721,2,0.02,11213.16,2340.14,West,Delhi,Cash
ORD1515,2023-03-12,CUST9004,Home,Decor,3924,2,0.11,6984.72,1536.91,North,Delhi,Debit Card
ORD1516,2024-05-04,CUST5771,Home,Decor,6002,4,0.29,17045.68,1122.05,West,Mumbai,UPI
ORD1517,2024-03-29,CUST6736,Clothing,Jacket,2601,2,0.04,4993.92,1332.51,East,Kolkata,Cash
ORD1518,2023-04-16,CUST5560,Home,Appliances,5936,5,0.01,29383.2,5228.19,East,Jaipur,Debit Card
ORD1519,2023-10-26,CUST4830,Sports,Shoes,5122,2,0.23,7887.88,675.22,South,Chennai,Cash
ORD1520,2024-12-14,CUST8835,Clothing,Jeans,3561,1,0.01,3525.39,951.26,North,Jaipur,Net Banking
ORD1521,2023-05-17,CUST9611,Clothing,Jeans,4687,2,0.32,6374.32,1130.35,South,Delhi,UPI
ORD1522,2024-06-08,CUST6198,Electronics,Mobile,838,5,0.02,4106.2,1074.04,North,Kolkata,Credit Card
ORD1523,2023-05-18,CUST6040,Sports,Outdoor,1223,1,0.13,1064.01,233.24,East,Chennai,Credit Card
ORD1524,2023-06-07,CUST5046,Home,Furniture,7107,1,0.02,6964.86,997.23,West,Jaipur,UPI
ORD1525,2024-10-06,CUST9539,Home,Appliances,7351,1,0.1,6615.9,1609.76,West,Chennai,Net Banking
ORD1526,2023-04-10,CUST7575,Home,Furniture,5700,5,0.26,21090.0,4859.77,West,Kolkata,Credit Card
ORD1527,2023-01-12,CUST7710,Electronics,Laptop,5440,2,0.32,7398.4,466.13,East,Kolkata,Debit Card
ORD1528,2023-07-26,CUST6884,Sports,Outdoor,8698,3,0.23,20092.38,3623.77,South,Kolkata,Debit Card
ORD1529,2023-07-22,CUST5205,Clothing,Jacket,8046,5,0.06,37816.2,4322.69,East,Mumbai,Credit Card
ORD1530,2023-01-22,CUST3092,Electronics,Tablet,8502,3,0.33,17089.02,4071.32,South,Jaipur,Net Banking
ORD1531,2023-03-03,CUST3471,Electronics,Mobile,9790,4,0.28,28195.2,4636.81,South,Bangalore,Credit Card
ORD1532,2023-04-24,CUST3238,Clothing,T-shirt,7478,3,0.11,19966.26,4195.29,North,Jaipur,Credit Card
ORD1533,2023-12-26,CUST8141,Sports,Equipment,2819,4,0.09,10261.16,2060.44,West,Kolkata,Debit Card
ORD1534,2024-10-27,CUST6516,Electronics,Tablet,8302,4,0.26,24573.92,6323.95,West,Bangalore,Cash
ORD1535,2023-10-22,CUST7856,Home,Furniture,1766,5,0.34,5827.8,1122.37,West,Mumbai,Net Banking
ORD1536,2024-07-30,CUST3598,Electronics,Tablet,8494,4,0.08,31257.92,9079.13,West,Bangalore,Debit Card
ORD1537,2023-09-17,CUST5366,Electronics,Laptop,1769,5,0.09,8048.95,1081.54,South,Chennai,Net Banking
ORD1538,2023-05-06,CUST2133,Electronics,Tablet,4981,3,0.14,12850.98,1624.36,West,Chennai,Debit Card
ORD1539,2023-03-22,CUST3843,Home,Decor,5963,2,0.24,9063.76,635.53,South,Kolkata,Credit Card
ORD1540,2023-04-23,CUST5899,Electronics,Mobile,9344,5,0.35,30368.0,8200.35,North,Jaipur,Cash
ORD1541,2024-02-05,CUST4579,Clothing,Jacket,2274,3,0.1,6139.8,1045.9,South,Jaipur,UPI
ORD1542,2023-06-10,CUST1546,Clothing,T-shirt,8184,3,0.32,16695.36,1610.23,East,Delhi,Net Banking
ORD1543,2023-03-16,CUST4224,Home,Appliances,1787,4,0.18,5861.36,832.2,East,Jaipur,UPI
ORD1544,2024-03-21,CUST9562,Sports,Shoes,7826,1,0.18,6417.32,1700.58,West,Kolkata,Net Banking
ORD1545,2024-11-24,CUST2420,Sports,Equipment,9056,1,0.33,6067.52,622.87,West,Chennai,UPI
ORD1546,2023-12-24,CUST8747,Electronics,Tablet,8674,1,0.33,5811.58,1237.96,North,Kolkata,UPI
ORD1547,2023-12-02,CUST2999,Electronics,Laptop,7878,5,0.34,25997.4,6888.99,East,Chennai,Net Banking
ORD1548,2023-08-20,CUST7977,Sports,Equipment,9934,5,0.28,35762.4,10300.43,West,Mumbai,Credit Card
ORD1549,2023-05-28,CUST6033,Clothing,Jacket,9799,2,0.05,18618.1,4708.09,South,Mumbai,Credit Card
ORD1550,2024-12-19,CUST6441,Clothing,Jeans,790,2,0.16,1327.2,201.26,North,Chennai,Cash
ORD1551,2023-02-21,CUST1199,Home,Furniture,1481,5,0.14,6368.3,1596.17,North,Chennai,Credit Card
ORD1552,2024-08-30,CUST3381,Home,Kitchen,2901,1,0.04,2784.96,517.2,East,Bangalore,Credit Card
ORD1553,2023-05-05,CUST2119,Clothing,Jeans,7651,3,0.17,19050.99,3046.26,West,Chennai,Debit Card
ORD1554,2024-01-13,CUST4575,Electronics,Mobile,3755,1,0.07,3492.15,857.49,East,Kolkata,Cash
ORD1555,2024-03-20,CUST8432,Home,Furniture,7491,1,0.11,6666.99,781.17,West,Mumbai,UPI
ORD1556,2024-12-17,CUST4111,Electronics,Headphones,469,1,0.17,389.27,109.44,West,Jaipur,Debit Card
ORD1557,2024-03-24,CUST5685,Clothing,Shirt,6541,2,0.21,10334.78,2113.69,East,Kolkata,Credit Card
ORD1558,2023-03-06,CUST3409,Sports,Equipment,8512,5,0.28,30643.2,9146.32,East,Kolkata,Cash
ORD1559,2023-12-03,CUST9905,Clothing,T-shirt,6309,4,0.11,22460.04,2520.72,West,Delhi,UPI
ORD1560,2023-11-07,CUST1780,Sports,Equipment,9862,2,0.33,13215.08,2574.34,South,Chennai,Debit Card
ORD1561,2024-08-30,CUST4640,Sports,Shoes,7543,5,0.19,30549.15,4185.36,East,Mumbai,Debit Card
ORD1562,2023-05-10,CUST1158,Clothing,T-shirt,8134,2,0.24,12363.68,3544.27,South,Chennai,Debit Card
ORD1563,2023-11-11,CUST8865,Electronics,Laptop,2156,5,0.22,8408.4,1398.28,South,Mumbai,UPI
ORD1564,2024-04-28,CUST5821,Clothing,Jeans,8590,2,0.32,11682.4,1090.82,North,Chennai,UPI
ORD1565,2023-05-10,CUST7687,Home,Furniture,9899,1,0.07,9206.07,1168.49,West,Delhi,Debit Card
ORD1566,2024-09-09,CUST2998,Sports,Shoes,9644,4,0.13,33561.12,4326.23,South,Kolkata,UPI
ORD1567,2023-09-18,CUST9164,Sports,Shoes,4785,5,0.02,23446.5,6782.07,East,Mumbai,Credit Card
ORD1568,2023-06-05,CUST6405,Electronics,Laptop,504,2,0.12,887.04,99.34,East,Kolkata,Credit Card
ORD1569,2023-04-01,CUST5806,Clothing,Shirt,1801,1,0.33,1206.67,86.42,East,Jaipur,UPI
ORD1570,2023-04-14,CUST1293,Electronics,Headphones,4577,1,0.01,4531.23,795.73,West,Delhi,Cash
ORD1571,2024-01-20,CUST4711,Home,Furniture,3527,5,0.02,17282.3,2550.24,South,Delhi,Net Banking
ORD1572,2023-06-07,CUST2663,Sports,Equipment,9767,2,0.0,19534.0,2396.33,West,Bangalore,UPI
ORD1573,2024-10-22,CUST7432,Clothing,Shirt,4205,1,0.32,2859.4,476.99,West,Jaipur,Net Banking
ORD1574,2023-09-13,CUST4546,Electronics,Headphones,5060,3,0.14,13054.8,751.6,South,Kolkata,Net Banking
ORD1575,2023-12-18,CUST7866,Home,Kitchen,9195,3,0.12,24274.8,7227.23,North,Chennai,Cash
ORD1576,2024-11-25,CUST2752,Electronics,Tablet,1511,3,0.24,3445.08,843.74,South,Mumbai,Net Banking
ORD1577,2023-10-28,CUST1782,Clothing,T-shirt,5966,2,0.21,9426.28,1543.37,West,Jaipur,Credit Card
ORD1578,2024-08-22,CUST1268,Electronics,Mobile,909,1,0.25,681.75,127.85,West,Kolkata,UPI
ORD1579,2023-05-20,CUST1675,Sports,Equipment,8521,2,0.16,14315.28,2331.33,West,Jaipur,Debit Card
ORD1580,2024-11-07,CUST7272,Home,Furniture,4866,3,0.09,13284.18,2381.25,East,Kolkata,UPI
ORD1581,2024-10-04,CUST4147,Home,Kitchen,8326,2,0.35,10823.8,836.06,West,Delhi,Credit Card
ORD1582,2023-02-01,CUST6236,Sports,Equipment,657,2,0.08,1208.88,327.42,North,Chennai,Cash
ORD1583,2023-06-10,CUST7615,Sports,Outdoor,2802,1,0.34,1849.32,235.63,West,Kolkata,Cash
ORD1584,2024-11-29,CUST4957,Sports,Shoes,4440,3,0.16,11188.8,1022.42,East,Delhi,Cash
ORD1585,2023-04-21,CUST5138,Electronics,Tablet,5995,1,0.19,4855.95,949.37,South,Jaipur,Cash
ORD1586,2024-10-07,CUST4749,Clothing,T-shirt,5463,5,0.3,19120.5,1293.8,West,Delhi,Cash
ORD1587,2023-02-28,CUST9692,Clothing,Jacket,8912,4,0.0,35648.0,5521.86,North,Delhi,Net Banking
ORD1588,2023-10-24,CUST1919,Home,Furniture,9535,5,0.11,42430.75,3912.26,South,Chennai,Credit Card
ORD1589,2023-11-02,CUST5364,Sports,Equipment,539,1,0.11,479.71,116.82,North,Jaipur,Credit Card
ORD1590,2024-09-28,CUST4926,Electronics,Headphones,3391,2,0.0,6782.0,1190.29,South,Bangalore,UPI
ORD1591,2023-08-05,CUST4853,Sports,Outdoor,6111,3,0.2,14666.4,1915.86,South,Delhi,UPI
ORD1592,2024-07-12,CUST9043,Sports,Shoes,8786,1,0.3,6150.2,1643.95,South,Delhi,Credit Card
ORD1593,2023-02-16,CUST1281,Sports,Equipment,9199,4,0.31,25389.24,5523.56,East,Jaipur,Net Banking
ORD1594,2023-04-26,CUST4603,Clothing,Jeans,6339,5,0.21,25039.05,6457.41,West,Mumbai,Debit Card
ORD1595,2023-01-10,CUST8253,Clothing,Jacket,9419,3,0.09,25713.87,1705.87,East,Jaipur,UPI
ORD1596,2024-08-17,CUST8123,Home,Kitchen,5203,1,0.2,4162.4,1008.24,East,Mumbai,Net Banking
ORD1597,2023-11-18,CUST1022,Clothing,Jacket,855,2,0.32,1162.8,156.42,North,Mumbai,UPI
ORD1598,2023-03-11,CUST9923,Electronics,Mobile,9634,3,0.06,27167.88,7846.71,West,Mumbai,Credit Card
ORD1599,2024-01-22,CUST8803,Electronics,Tablet,5178,3,0.2,12427.2,2525.62,South,Jaipur,Cash
ORD1600,2023-12-14,CUST5847,Sports,Outdoor,4470,4,0.27,13052.4,693.14,South,Jaipur,Cash
ORD1601,2023-01-22,CUST6991,Sports,Shoes,1749,2,0.03,3393.06,541.78,South,Jaipur,UPI
ORD1602,2023-07-22,CUST1713,Electronics,Headphones,614,3,0.31,1270.98,271.91,North,Chennai,Debit Card
ORD1603,2024-11-23,CUST3678,Home,Furniture,9067,1,0.12,7978.96,448.32,West,Delhi,UPI
ORD1604,2024-03-13,CUST3915,Home,Appliances,7991,2,0.35,10388.3,1938.59,East,Bangalore,Credit Card
ORD1605,2024-09-02,CUST6718,Sports,Fitness,2588,3,0.2,6211.2,1186.76,South,Jaipur,Credit Card
ORD1606,2023-11-25,CUST6994,Electronics,Headphones,8304,4,0.16,27901.44,2243.59,East,Kolkata,Cash
ORD1607,2024-08-21,CUST9879,Clothing,Jacket,820,4,0.02,3214.4,677.14,West,Mumbai,UPI
ORD1608,2023-10-23,CUST6068,Electronics,Tablet,4927,2,0.08,9065.68,1479.85,East,Mumbai,UPI
ORD1609,2023-08-14,CUST4398,Electronics,Tablet,1700,5,0.25,6375.0,1499.51,West,Bangalore,Cash
ORD1610,2024-09-25,CUST5025,Clothing,T-shirt,4429,1,0.02,4340.42,1274.99,South,Chennai,Credit Card
ORD1611,2024-08-15,CUST3225,Sports,Equipment,5369,4,0.1,19328.4,1550.63,West,Jaipur,Cash
ORD1612,2023-10-30,CUST1828,Clothing,Jacket,3714,2,0.29,5273.88,333.29,West,Kolkata,Debit Card
ORD1613,2023-02-19,CUST1696,Sports,Shoes,2866,3,0.24,6534.48,803.26,East,Delhi,UPI
ORD1614,2024-05-31,CUST6500,Home,Kitchen,2378,2,0.19,3852.36,666.64,North,Chennai,Net Banking
ORD1615,2024-08-13,CUST5198,Home,Kitchen,4557,5,0.02,22329.3,5557.32,South,Bangalore,Cash
ORD1616,2024-08-29,CUST3234,Clothing,Jacket,4245,1,0.25,3183.75,439.88,East,Delhi,UPI
ORD1617,2024-02-19,CUST5251,Sports,Equipment,2474,1,0.34,1632.84,129.87,North,Kolkata,Debit Card
ORD1618,2023-04-19,CUST8105,Electronics,Laptop,193,1,0.18,158.26,19.94,East,Jaipur,Credit Card
ORD1619,2023-03-23,CUST8170,Sports,Fitness,742,2,0.18,1216.88,77.97,West,Jaipur,Credit Card
ORD1620,2024-06-10,CUST3030,Home,Appliances,831,1,0.04,797.76,85.61,North,Jaipur,Debit Card
ORD1621,2023-12-26,CUST7509,Home,Kitchen,5325,3,0.1,14377.5,2492.83,East,Delhi,Net Banking
ORD1622,2023-06-07,CUST5707,Sports,Equipment,2022,2,0.29,2871.24,686.65,North,Chennai,Credit Card
ORD1623,2023-08-16,CUST6817,Sports,Outdoor,9091,5,0.28,32727.6,3115.21,West,Chennai,Net Banking
ORD1624,2023-01-25,CUST9199,Clothing,T-shirt,2736,1,0.13,2380.32,131.04,North,Jaipur,Credit Card
ORD1625,2023-11-04,CUST7203,Sports,Shoes,1989,2,0.01,3938.22,1117.84,South,Bangalore,Cash
